Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-19 09:30:00-04:00,231.37109375,232.4739990234375,231.37109375,231.92999267578125,231.92999267578125,5920927
2021-03-19 09:35:00-04:00,232.0,232.268798828125,231.5,231.6699981689453,231.6699981689453,396317
2021-03-19 09:40:00-04:00,231.0,231.11940002441406,230.72000122070312,230.8800048828125,230.8800048828125,445338
2021-03-19 09:45:00-04:00,231.25,231.3800048828125,230.69000244140625,230.80999755859375,230.80999755859375,335002
2021-03-19 09:50:00-04:00,230.75,231.34500122070312,230.5399932861328,231.13999938964844,231.13999938964844,421592
2021-03-19 09:55:00-04:00,231.0,231.1699981689453,230.5496063232422,230.6717071533203,230.6717071533203,426822
2021-03-19 10:00:00-04:00,230.64999389648438,230.64999389648438,229.55999755859375,229.5800018310547,229.5800018310547,556728
2021-03-19 10:05:00-04:00,229.55999755859375,229.86500549316406,229.34959411621094,229.6199951171875,229.6199951171875,510877
2021-03-19 10:10:00-04:00,229.6199951171875,229.8800048828125,229.35000610351562,229.8300018310547,229.8300018310547,435633
2021-03-19 10:15:00-04:00,229.80999755859375,229.88499450683594,229.55999755859375,229.8800048828125,229.8800048828125,381944
2021-03-19 10:20:00-04:00,229.88999938964844,230.4365997314453,229.82000732421875,230.3000030517578,230.3000030517578,365274
2021-03-19 10:25:00-04:00,230.32000732421875,230.74000549316406,230.3000030517578,230.5800018310547,230.5800018310547,331151
2021-03-19 10:30:00-04:00,230.55999755859375,230.9600067138672,230.16830444335938,230.2550048828125,230.2550048828125,365228
2021-03-19 10:35:00-04:00,230.25999450683594,231.58999633789062,230.24000549316406,231.44000244140625,231.44000244140625,415385
2021-03-19 10:40:00-04:00,231.44000244140625,231.5399932861328,231.10000610351562,231.19000244140625,231.19000244140625,312209
2021-03-19 10:45:00-04:00,231.16000366210938,231.24000549316406,230.75999450683594,230.7899932861328,230.7899932861328,341646
2021-03-19 10:50:00-04:00,230.78880310058594,231.3300018310547,230.64999389648438,231.08999633789062,231.08999633789062,274326
2021-03-19 10:55:00-04:00,231.10549926757812,231.17999267578125,230.77999877929688,231.15499877929688,231.15499877929688,338748
2021-03-19 11:00:00-04:00,231.16000366210938,231.5299072265625,231.02999877929688,231.33999633789062,231.33999633789062,229435
2021-03-19 11:05:00-04:00,231.33999633789062,231.35000610351562,230.94000244140625,231.1300048828125,231.1300048828125,259824
2021-03-19 11:10:00-04:00,231.1300048828125,231.49000549316406,231.00999450683594,231.11000061035156,231.11000061035156,226952
2021-03-19 11:15:00-04:00,231.10989379882812,231.3800048828125,230.9600067138672,231.00999450683594,231.00999450683594,256374
2021-03-19 11:20:00-04:00,231.0,231.25,230.61000061035156,230.63999938964844,230.63999938964844,252301
2021-03-19 11:25:00-04:00,230.6300048828125,230.73500061035156,230.1699981689453,230.73500061035156,230.73500061035156,303419
2021-03-19 11:30:00-04:00,230.72000122070312,230.94500732421875,230.57000732421875,230.80999755859375,230.80999755859375,188686
2021-03-19 11:35:00-04:00,230.83999633789062,231.4199981689453,230.80999755859375,231.24000549316406,231.24000549316406,209409
2021-03-19 11:40:00-04:00,231.24000549316406,231.4149932861328,231.14999389648438,231.3524932861328,231.3524932861328,165146
2021-03-19 11:45:00-04:00,231.3800048828125,231.52999877929688,231.2301025390625,231.34500122070312,231.34500122070312,219211
2021-03-19 11:50:00-04:00,231.3300018310547,231.33999633789062,231.02000427246094,231.1999969482422,231.1999969482422,126960
2021-03-19 11:55:00-04:00,231.57000732421875,231.57000732421875,231.39999389648438,231.44000244140625,231.44000244140625,250583
2021-03-19 12:00:00-04:00,231.42999267578125,231.7823944091797,231.42999267578125,231.58999633789062,231.58999633789062,202932
2021-03-19 12:05:00-04:00,231.55999755859375,231.69000244140625,231.47999572753906,231.6699981689453,231.6699981689453,192968
2021-03-19 12:10:00-04:00,231.66000366210938,231.66000366210938,231.33999633789062,231.4582977294922,231.4582977294922,498706
2021-03-19 12:15:00-04:00,231.4600067138672,231.5800018310547,231.3300018310547,231.5,231.5,141914
2021-03-19 12:20:00-04:00,231.4600067138672,231.49000549316406,231.1699981689453,231.22999572753906,231.22999572753906,225459
2021-03-19 12:25:00-04:00,231.24000549316406,231.35000610351562,231.1300048828125,231.3300018310547,231.3300018310547,207314
2021-03-19 12:30:00-04:00,231.32000732421875,231.63999938964844,231.32000732421875,231.5399932861328,231.5399932861328,225794
2021-03-19 12:35:00-04:00,231.5399932861328,231.6199951171875,231.22999572753906,231.3000030517578,231.3000030517578,184051
2021-03-19 12:40:00-04:00,231.30999755859375,231.69000244140625,231.24000549316406,231.4149932861328,231.4149932861328,181653
2021-03-19 12:45:00-04:00,231.41000366210938,231.75999450683594,231.39999389648438,231.72999572753906,231.72999572753906,205359
2021-03-19 12:50:00-04:00,231.74000549316406,231.8280029296875,231.55999755859375,231.69000244140625,231.69000244140625,163244
2021-03-19 12:55:00-04:00,231.69000244140625,231.9272003173828,231.6199951171875,231.88999938964844,231.88999938964844,169918
2021-03-19 13:00:00-04:00,231.88999938964844,231.93499755859375,231.30999755859375,231.38999938964844,231.38999938964844,238712
2021-03-19 13:05:00-04:00,231.39979553222656,231.44000244140625,231.10000610351562,231.27000427246094,231.27000427246094,239743
2021-03-19 13:10:00-04:00,231.27000427246094,231.60000610351562,231.2449951171875,231.57000732421875,231.57000732421875,148441
2021-03-19 13:15:00-04:00,231.55999755859375,231.71499633789062,231.27000427246094,231.50990295410156,231.50990295410156,215307
2021-03-19 13:20:00-04:00,231.50999450683594,231.64999389648438,231.39999389648438,231.60000610351562,231.60000610351562,122555
2021-03-19 13:25:00-04:00,231.60000610351562,231.6656036376953,231.4550018310547,231.60000610351562,231.60000610351562,238228
2021-03-19 13:30:00-04:00,231.61000061035156,231.85000610351562,231.52499389648438,231.67999267578125,231.67999267578125,157460
2021-03-19 13:35:00-04:00,231.68499755859375,231.77000427246094,231.36000061035156,231.7100067138672,231.7100067138672,313446
2021-03-19 13:40:00-04:00,231.7100067138672,231.83999633789062,231.60000610351562,231.68499755859375,231.68499755859375,193078
2021-03-19 13:45:00-04:00,231.68499755859375,231.91000366210938,231.6300048828125,231.8699951171875,231.8699951171875,166997
2021-03-19 13:50:00-04:00,231.8800048828125,231.99000549316406,231.72999572753906,231.8300018310547,231.8300018310547,166766
2021-03-19 13:55:00-04:00,231.83999633789062,231.89649963378906,231.4499969482422,231.5800018310547,231.5800018310547,193062
2021-03-19 14:00:00-04:00,231.58999633789062,231.74000549316406,231.41000366210938,231.52499389648438,231.52499389648438,215851
2021-03-19 14:05:00-04:00,231.5399932861328,231.7100067138672,231.27999877929688,231.2899932861328,231.2899932861328,329920
2021-03-19 14:10:00-04:00,231.27749633789062,231.59500122070312,231.1999969482422,231.52000427246094,231.52000427246094,263624
2021-03-19 14:15:00-04:00,231.52000427246094,231.5399932861328,231.02000427246094,231.11000061035156,231.11000061035156,270384
2021-03-19 14:20:00-04:00,231.1199951171875,231.15499877929688,230.91000366210938,231.09500122070312,231.09500122070312,277833
2021-03-19 14:25:00-04:00,231.08999633789062,231.33999633789062,231.0399932861328,231.33999633789062,231.33999633789062,177051
2021-03-19 14:30:00-04:00,231.34500122070312,231.4499969482422,231.14999389648438,231.34500122070312,231.34500122070312,233258
2021-03-19 14:35:00-04:00,231.33999633789062,231.43499755859375,231.22000122070312,231.22999572753906,231.22999572753906,156576
2021-03-19 14:40:00-04:00,231.22999572753906,231.35499572753906,231.09100341796875,231.1999969482422,231.1999969482422,192031
2021-03-19 14:45:00-04:00,231.1999969482422,231.33999633789062,231.10000610351562,231.1999969482422,231.1999969482422,127219
2021-03-19 14:50:00-04:00,231.1699981689453,231.22000122070312,230.86000061035156,231.02000427246094,231.02000427246094,205937
2021-03-19 14:55:00-04:00,231.0281982421875,231.55999755859375,230.89999389648438,231.5500030517578,231.5500030517578,239922
2021-03-19 15:00:00-04:00,231.5500030517578,231.69000244140625,231.11000061035156,231.13999938964844,231.13999938964844,246802
2021-03-19 15:05:00-04:00,231.1300048828125,231.3000030517578,231.02000427246094,231.02999877929688,231.02999877929688,244253
2021-03-19 15:10:00-04:00,231.02999877929688,231.1772003173828,230.92999267578125,230.96499633789062,230.96499633789062,231758
2021-03-19 15:15:00-04:00,230.9600067138672,231.1699981689453,230.89999389648438,231.02000427246094,231.02000427246094,275802
2021-03-19 15:20:00-04:00,231.02000427246094,231.08999633789062,230.77999877929688,231.00999450683594,231.00999450683594,244674
2021-03-19 15:25:00-04:00,231.00999450683594,231.22999572753906,230.8874969482422,231.16000366210938,231.16000366210938,224229
2021-03-19 15:30:00-04:00,231.1699981689453,231.22000122070312,230.91000366210938,231.1999969482422,231.1999969482422,258912
